Sample Name,Weeks after planting ,Treatment,Plant type,Test Name,Sampling time point t0 (min),t1 (min),t2(min),Test Name,Surface Area of pot (m2),volume of pot (m3),Area,BF,t0,t1,t2,t0 temp (C),t1 temp (C),t2 temp (C),t0 (umol/L),t1 (umol/L),t2 (umol/L),BF_Slope (umol/L/min),4. Determine if above minimum detectable flux and calculate flux,"Flux, Fm (umol/m2/min)",BF_Minimum detectable flux (umol/min/m2),"5. Cleaned flux values (below MDF, p > 0.2, slope not correct direction):","Flux, Fm (umol/m2/min).1","Flux, Fm (umol/m2/hour)","Flux, Fm (mmol/m2/hour)","Flux, Fm (mg C/m2/hour)","Flux, Fm (mg CO2/m2/h)","Flux, Fm (kg CO2/ha/day)",Unnamed: 29,1st Day,t0.1,t1.1,t2.1,t0 temp (C),t1 temp (C),t2 temp (C),t0 (umol/L),t1 (umol/L),t2 (umol/L),BF_Slope (umol/L/min),4. Determine if above minimum detectable flux and calculate flux,"Flux, Fm (umol/m2/min)",1stDay_AF_Minimum detectable flux (umol/min/m2),3rd day,t0.2,t1.2,t2.2,t0 temp (C),t1 temp (C),t2 temp (C),t0 (umol/L),t1 (umol/L),t2 (umol/L),BF_Slope (umol/L/min),4. Determine if above minimum detectable flux and calculate flux,"Flux, Fm (umol/m2/min)",3rdDay_AF_Minimum detectable flux (umol/min/m2),5th day,t0.3,t1.3,t2.3,t0 temp (C),t1 temp (C),t2 temp (C),t0 (umol/L),t1 (umol/L),t2 (umol/L),BF_Slope (umol/L/min),4. Determine if above minimum detectable flux and calculate flux,"Flux, Fm (umol/m2/min)",5th_DayAF_Minimum detectable flux (umol/min/m2),7th day ,t0.4,t1.4,t2.4,t0 temp (C),t1 temp (C),t2 temp (C),t0 (umol/L),t1 (umol/L),t2 (umol/L),BF_Slope (umol/L/min),4. Determine if above minimum detectable flux and calculate flux,"Flux, Fm (umol/m2/min)",7st Day_AF_Minimum detectable flux (umol/min/m2)
B21,13,C0,P,CO2,0,30,60,CO2,0.12444,0.00510,4572.56650,,514.26660,1451.35210,2451.79050,19.00000,20.12000,20.15000,21.44072,60.27844,101.81884,53.21565,,2.18097,2.180969264,,,94.61,0.09461,1.13532,,0.09990816,,,1293.9498,1212.4365,1216.6141,19.00000,20.12000,20.15000,53.94713,50.35565,50.52399,-3.08559,,-0.00078,0,,661.8738,1439.4636,1780.0024,19.00000,20.12000,20.15000,27.59473,59.78468,73.92058,34.81711,,0.00885,0.008853926,,1513.0561,2681.0318,2927.9259,19.00000,20.12000,20.15000,0.00000,62.84117,111.33885,77.53771,,0.01972,0.019717696,,1321.9006,2534.048,3649.6333,19.00000,20.12000,20.15000,0.00000,54.90198,105.23486,71.38657,,0.01815,0.018153471
B22,13,C0,P,CO2,0,30,60,CO2,0.12444,0.00510,14967.77930,,1707.47990,2889.06440,3634.11840,19.00000,20.12000,20.15000,71.18796,119.99038,150.91898,57.13292,,2.34151,2.341513023,,,90.48,0.09048,1.08576,,0.09554688,,,1799.9624,1182.2635,2169.2358,19.00000,20.12000,20.15000,75.04373,49.10249,90.08481,-4.08390,,-0.00104,0,,951.1069,1637.3344,1834.2859,19.00000,20.12000,20.15000,39.65339,68.00277,76.17489,28.70517,,0.00730,0.007299672,,2005.6824,2014.8051,2280.9331,19.00000,20.12000,20.15000,0.00000,83.30122,83.67155,73.52423,,0.01870,0.018697075,,1772.5091,2629.3148,3245.863,19.00000,20.12000,20.15000,0.00000,73.61693,109.19113,81.11102,,0.02063,0.020626381
B23,13,C0,P,CO2,0,30,60,CO2,0.12444,0.00510,7742.10790,,878.08210,1895.49040,2601.12820,19.00000,20.12000,20.15000,36.60885,78.72466,108.02059,50.49736,,2.06956,2.069563792,,,82.88,0.08288,0.99456,,0.08752128,,,1077.0117,2109.5556,1346.1407,19.00000,20.12000,20.15000,44.90259,87.61535,55.90302,23.09621,,0.00587,0.005873323,,784.2622,1388.9441,2262.9794,19.00000,20.12000,20.15000,32.69733,57.68647,93.97782,38.61787,,0.00982,0.009820453,,1480.9425,1513.4684,1576.6835,19.00000,20.12000,20.15000,0.00000,61.50740,62.85186,54.77860,,0.01393,0.013930095,,1291.5766,2483.8849,3431.0369,19.00000,20.12000,20.15000,0.00000,53.64254,103.15167,69.90043,,0.01778,0.01777555
A1,13,U100,L,N2O,0,30,60,N2O,0.12444,0.00510,115.16690,,0.25320,0.26560,0.22960,19.00000,20.12000,20.15000,0.01056,0.01103,0.00953,-0.00027,,-0.00001,0,,,0,0,0,,0,,,0.2736,0.2491,0.2655,19.00000,20.12000,20.15000,0.01141,0.01035,0.01103,-0.00062,,0.00000,0,,0.2769,0.2318,0.2573,19.00000,20.12000,20.15000,0.01154,0.00963,0.01069,-0.00120,,0.00000,0,,0.2694,0.2976,0.3139,19.00000,20.12000,20.15000,0.00000,0.01119,0.01236,0.01039,,0.00000,2.64176E-06,,0.2363,0.2451,0.3213,19.00000,20.12000,20.15000,0.00000,0.00981,0.01018,0.00881,,0.00000,2.24015E-06
A2,13,U100,L,N2O,0,30,60,N2O,0.12444,0.00510,107.68880,,0.23220,0.24520,0.26110,19.00000,20.12000,20.15000,0.00968,0.01018,0.01084,0.00074,,0.00003,3.05196E-05,,,0,0,0,,0,,,0.2808,0.2339,0.244,19.00000,20.12000,20.15000,0.01171,0.00971,0.01013,-0.00156,,0.00000,0,,0.2416,0.2434,0.2943,19.00000,20.12000,20.15000,0.01007,0.01011,0.01222,0.00100,,0.00000,2.54065E-07,,0.2461,0.3053,0.3086,19.00000,20.12000,20.15000,0.00000,0.01022,0.01268,0.01013,,0.00000,2.57493E-06,,0.2731,0.3176,0.3631,19.00000,20.12000,20.15000,0.00000,0.01134,0.01319,0.01083,,0.00000,2.75497E-06
A3,13,U100,L,N2O,0,30,60,N2O,0.12444,0.00510,115.52030,,0.25410,0.28040,0.24180,19.00000,20.12000,20.15000,0.01059,0.01165,0.01004,0.00019,,0.00001,7.86601E-06,,,0,0,0,,0,,,0.2844,0.2774,0.2958,19.00000,20.12000,20.15000,0.01186,0.01152,0.01228,0.00005,,0.00000,1.35671E-08,,0.2332,0.2351,0.311,19.00000,20.12000,20.15000,0.00972,0.00976,0.01292,0.00148,,0.00000,3.76153E-07,,0.276,0.272,0.3754,19.00000,20.12000,20.15000,0.00000,0.01146,0.01130,0.01002,,0.00000,2.54748E-06,,0.2818,0.2547,0.3333,19.00000,20.12000,20.15000,0.00000,0.01170,0.01058,0.00979,,0.00000,2.48975E-06
A6,13,U200,L,N2O,0,30,60,N2O,0.12444,0.00510,380.13410,,0.99470,2.15720,2.98900,19.00000,20.12000,20.15000,0.04147,0.08959,0.12413,0.05819,,0.00238,0.002384644,,,0.1,0.0001,0.0012,,0.0001056,,,1.2481,3.0226,5.7766,19.00000,20.12000,20.15000,0.05204,0.12554,0.23989,0.11707,,0.00003,2.97711E-05,,0.6465,3.1561,7.7013,19.00000,20.12000,20.15000,0.02695,0.13108,0.31982,0.17809,,0.00005,4.52883E-05,,1.1819,9.4505,17.2504,19.00000,20.12000,20.15000,0.00000,0.04909,0.39246,0.20041,,0.00005,5.09635E-05,,0.3892,1.6566,2.4183,19.00000,20.12000,20.15000,0.00000,0.01616,0.06880,0.03833,,0.00001,9.7464E-06
A7,13,U200,L,N2O,0,30,60,N2O,0.12444,0.00510,439.88080,,1.16190,3.89720,6.90000,19.00000,20.12000,20.15000,0.04844,0.16186,0.28655,0.15695,,0.00643,0.006432438,,,0.28,0.00028,0.00336,,0.00029568,,,0.7043,3.6138,5.2227,19.00000,20.12000,20.15000,0.02936,0.15009,0.21689,0.13689,,0.00003,3.48108E-05,,0.561,3.0124,5.9534,19.00000,20.12000,20.15000,0.02339,0.12511,0.24723,0.14548,,0.00004,3.69952E-05,,1.1566,7.8927,13.2738,19.00000,20.12000,20.15000,0.00000,0.04804,0.32777,0.17035,,0.00004,4.33198E-05,,0.3419,1.8211,1.9706,19.00000,20.12000,20.15000,0.00000,0.01420,0.07563,0.04062,,0.00001,1.03304E-05
A8,13,U200,L,N2O,0,30,60,N2O,0.12444,0.00510,771.60580,,2.09030,7.00830,11.52850,19.00000,20.12000,20.15000,0.08715,0.29107,0.47876,0.26549,,0.01088,0.010880721,,,0.46,0.00046,0.00552,,0.00048576,,,0.9214,3.1321,6.1538,19.00000,20.12000,20.15000,0.03841,0.13008,0.25556,0.13816,,0.00004,3.51337E-05,,0.7505,3.5461,5.9421,19.00000,20.12000,20.15000,0.03129,0.14728,0.24677,0.14768,,0.00004,3.75548E-05,,0.8083,4.8824,7.1748,19.00000,20.12000,20.15000,0.00000,0.03357,0.20276,0.10701,,0.00003,2.72121E-05,,0.5503,0.94,2.024,19.00000,20.12000,20.15000,0.00000,0.02286,0.03904,0.02753,,0.00001,7.0017E-06
A11,13,M100,L,N2O,0,30,60,N2O,0.12444,0.00510,109.24110,,0.23660,0.26750,0.25470,19.00000,20.12000,20.15000,0.00986,0.01111,0.01058,0.00085,,0.00003,3.49631E-05,,,0,0,0,,0,,,0.2916,0.2419,0.2652,19.00000,20.12000,20.15000,0.01216,0.01005,0.01101,-0.00142,,0.00000,0,,0.2315,0.2691,0.265,19.00000,20.12000,20.15000,0.00965,0.01118,0.01101,0.00126,,0.00000,3.21494E-07,,0.2687,0.2915,0.2359,19.00000,20.12000,20.15000,0.00000,0.01116,0.01211,0.01026,,0.00000,2.60915E-06,,0.2829,0.2833,0.2933,19.00000,20.12000,20.15000,0.00000,0.01175,0.01176,0.01035,,0.00000,2.63292E-06
A12,13,M100,L,N2O,0,30,60,N2O,0.12444,0.00510,116.83620,,0.25780,0.26490,0.24510,19.00000,20.12000,20.15000,0.01075,0.01100,0.01018,-0.00015,,-0.00001,0,,,0,0,0,,0,,,0.2849,0.2771,0.275,19.00000,20.12000,20.15000,0.01188,0.01151,0.01142,-0.00037,,0.00000,0,,0.2664,0.2701,0.2924,19.00000,20.12000,20.15000,0.01111,0.01122,0.01214,0.00052,,0.00000,1.32582E-07,,0.2768,0.2857,0.2448,19.00000,20.12000,20.15000,0.00000,0.01150,0.01186,0.01029,,0.00000,2.61728E-06,,0.2549,0.2808,0.2819,19.00000,20.12000,20.15000,0.00000,0.01059,0.01166,0.00981,,0.00000,2.49579E-06
A13,13,M100,L,N2O,0,30,60,N2O,0.12444,0.00510,108.22960,,0.23370,0.23870,0.23150,19.00000,20.12000,20.15000,0.00974,0.00991,0.00961,0.00001,,0.00000,5.23175E-07,,,0,0,0,,0,,,0.2871,0.275,0.2738,19.00000,20.12000,20.15000,0.01197,0.01142,0.01137,-0.00051,,0.00000,0,,0.2485,0.2368,0.232,19.00000,20.12000,20.15000,0.01036,0.00983,0.00963,-0.00055,,0.00000,0,,0.2363,0.2883,0.2753,19.00000,20.12000,20.15000,0.00000,0.00981,0.01197,0.00963,,0.00000,2.44898E-06,,0.2663,0.252,0.2966,19.00000,20.12000,20.15000,0.00000,0.01106,0.01047,0.00947,,0.00000,2.40748E-06
A16,13,M200,L,N2O,0,30,60,N2O,0.12444,0.00510,110.63680,,0.24050,0.27850,0.27540,19.00000,20.12000,20.15000,0.01003,0.01157,0.01144,0.00130,,0.00005,5.31393E-05,,,0,0,0,,0,,,0.2722,0.2347,0.2769,19.00000,20.12000,20.15000,0.01135,0.00975,0.01150,-0.00061,,0.00000,0,,0.2454,0.241,0.2571,19.00000,20.12000,20.15000,0.01023,0.01001,0.01068,0.00011,,0.00000,2.80385E-08,,0.2795,0.2708,0.3122,19.00000,20.12000,20.15000,0.00000,0.01161,0.01125,0.01006,,0.00000,2.55731E-06,,0.2786,0.2893,0.2682,19.00000,20.12000,20.15000,0.00000,0.01157,0.01201,0.01039,,0.00000,2.64272E-06
A17,13,M200,L,N2O,0,30,60,N2O,0.12444,0.00510,125.02880,,0.28080,0.23630,0.24100,19.00000,20.12000,20.15000,0.01171,0.00981,0.01001,-0.00158,,-0.00006,0,,,0,0,0,,0,,,0.2703,0.2187,0.2908,19.00000,20.12000,20.15000,0.01127,0.00908,0.01208,-0.00055,,0.00000,0,,0.2714,0.2844,0.2776,19.00000,20.12000,20.15000,0.01132,0.01181,0.01153,0.00031,,0.00000,7.82176E-08,,0.2676,0.2736,0.3084,19.00000,20.12000,20.15000,0.00000,0.01111,0.01136,0.00990,,0.00000,2.5177E-06,,0.2421,0.2984,0.2515,19.00000,20.12000,20.15000,0.00000,0.01006,0.01239,0.00992,,0.00000,2.52371E-06
A18,13,M200,L,N2O,0,30,60,N2O,0.12444,0.00510,107.39110,,0.23140,0.26920,0.27720,19.00000,20.12000,20.15000,0.00965,0.01118,0.01151,0.00150,,0.00006,6.15404E-05,,,0,0,0,,0,,,0.2652,0.2678,0.2617,19.00000,20.12000,20.15000,0.01106,0.01112,0.01087,-0.00006,,0.00000,0,,0.2567,0.3594,0.6784,19.00000,20.12000,20.15000,0.01070,0.01493,0.02817,0.00978,,0.00000,2.48793E-06,,0.2782,0.3165,0.3053,19.00000,20.12000,20.15000,0.00000,0.01155,0.01314,0.01090,,0.00000,2.77243E-06,,0.2687,0.2638,0.2542,19.00000,20.12000,20.15000,0.00000,0.01116,0.01096,0.00973,,0.00000,2.47524E-06
A21,13,C0,L,N2O,0,30,60,N2O,0.12444,0.00510,116.68230,,0.25740,0.28730,0.29470,19.00000,20.12000,20.15000,0.01073,0.01193,0.01224,0.00120,,0.00005,4.90807E-05,,,0,0,0,,0,,,0.2799,0.2714,0.2995,19.00000,20.12000,20.15000,0.01167,0.01127,0.01244,0.00018,,0.00000,4.6671E-08,,0.2429,0.2742,0.3127,19.00000,20.12000,20.15000,0.01013,0.01139,0.01299,0.00184,,0.00000,4.68426E-07,,0.2371,0.3029,0.3354,19.00000,20.12000,20.15000,0.00000,0.00985,0.01258,0.00992,,0.00000,2.52313E-06,,0.2907,0.3319,0.398,19.00000,20.12000,20.15000,0.00000,0.01207,0.01378,0.01141,,0.00000,2.9027E-06
A22,13,C0,L,N2O,0,30,60,N2O,0.12444,0.00510,110.69990,,0.24070,0.24290,0.26560,19.00000,20.12000,20.15000,0.01004,0.01009,0.01103,0.00048,,0.00002,1.95805E-05,,,0,0,0,,0,,,0.2871,0.2636,0.224,19.00000,20.12000,20.15000,0.01197,0.01095,0.00930,-0.00165,,0.00000,0,,0.2795,0.228,0.2676,19.00000,20.12000,20.15000,0.01165,0.00947,0.01111,-0.00117,,0.00000,0,,0.2319,0.283,0.2773,19.00000,20.12000,20.15000,0.00000,0.00963,0.01175,0.00945,,0.00000,2.40371E-06,,0.2254,0.2484,0.2352,19.00000,20.12000,20.15000,0.00000,0.00936,0.01032,0.00868,,0.00000,2.20742E-06
A23,13,C0,L,N2O,0,30,60,N2O,0.12444,0.00510,118.80810,,0.26330,0.27760,0.28160,19.00000,20.12000,20.15000,0.01098,0.01153,0.01169,0.00056,,0.00002,2.30157E-05,,,0,0,0,,0,,,0.2437,0.2628,0.2792,19.00000,20.12000,20.15000,0.01016,0.01091,0.01159,0.00098,,0.00000,2.48102E-07,,0.2743,0.2926,0.2457,19.00000,20.12000,20.15000,0.01144,0.01215,0.01020,-0.00026,,0.00000,0,,0.279,0.2819,0.2884,19.00000,20.12000,20.15000,0.00000,0.01159,0.01171,0.01026,,0.00000,2.60874E-06,,0.2803,0.2821,0.2923,19.00000,20.12000,20.15000,0.00000,0.01164,0.01172,0.01029,,0.00000,2.61551E-06
B1,13,U100,P,N2O,0,30,60,N2O,0.12444,0.00510,111.33820,,0.24240,0.23800,0.24770,19.00000,20.12000,20.15000,0.01011,0.00988,0.01029,-0.00001,,0.00000,0,,,0,0,0,,0,,,0.2516,0.293,0.2726,19.00000,20.12000,20.15000,0.01049,0.01217,0.01132,0.00109,,0.00000,2.77311E-07,,0.2781,0.2335,0.2898,19.00000,20.12000,20.15000,0.01159,0.00970,0.01203,-0.00060,,0.00000,0,,0.2378,0.1547,0.3076,19.00000,20.12000,20.15000,0.00000,0.00988,0.00642,0.00712,,0.00000,1.80984E-06,,0.2511,0.2854,0.2917,19.00000,20.12000,20.15000,0.00000,0.01043,0.01185,0.00984,,0.00000,2.50106E-06
B2,13,U100,P,N2O,0,30,60,N2O,0.12444,0.00510,117.99090,,0.26110,0.22410,0.27810,19.00000,20.12000,20.15000,0.01089,0.00931,0.01155,-0.00036,,-0.00001,0,,,0,0,0,,0,,,0.2336,0.2723,0.2596,19.00000,20.12000,20.15000,0.00974,0.01131,0.01078,0.00114,,0.00000,2.90074E-07,,0.2375,0.2305,0.2455,19.00000,20.12000,20.15000,0.00990,0.00957,0.01020,0.00000,,0.00000,0,,0.2757,0.2835,0.2633,19.00000,20.12000,20.15000,0.00000,0.01145,0.01177,0.01023,,0.00000,2.60173E-06,,0.23,0.2829,0.2816,19.00000,20.12000,20.15000,0.00000,0.00955,0.01175,0.00942,,0.00000,2.39474E-06
B3,13,U100,P,N2O,0,30,60,N2O,0.12444,0.00510,124.91440,,0.28040,0.25060,0.27660,19.00000,20.12000,20.15000,0.01169,0.01041,0.01149,-0.00064,,-0.00003,0,,,0,0,0,,0,,,0.2703,0.2304,0.2439,19.00000,20.12000,20.15000,0.01127,0.00957,0.01013,-0.00124,,0.00000,0,,0.2432,0.24,0.2598,19.00000,20.12000,20.15000,0.01014,0.00997,0.01079,0.00022,,0.00000,5.71645E-08,,0.268,0.2802,0.3002,19.00000,20.12000,20.15000,0.00000,0.01113,0.01164,0.01003,,0.00000,2.55139E-06,,0.2763,0.2452,0.2982,19.00000,20.12000,20.15000,0.00000,0.01148,0.01018,0.00951,,0.00000,2.41927E-06
B6,13,U200,P,N2O,0,30,60,N2O,0.12444,0.00510,126.69250,,0.28540,0.23820,0.28740,19.00000,20.12000,20.15000,0.01190,0.00989,0.01194,-0.00083,,-0.00003,0,,,-0.01,-0.00001,-0.00012,,-0.00001056,,,0.2373,0.2907,0.2975,19.00000,20.12000,20.15000,0.00989,0.01207,0.01235,0.00205,,0.00000,5.20917E-07,,0.2376,0.2542,0.2956,19.00000,20.12000,20.15000,0.00991,0.01056,0.01228,0.00136,,0.00000,3.45926E-07,,0.2673,0.2832,0.2682,19.00000,20.12000,20.15000,0.00000,0.01110,0.01176,0.01008,,0.00000,2.56277E-06,,0.2358,0.2935,0.3031,19.00000,20.12000,20.15000,0.00000,0.00979,0.01219,0.00972,,0.00000,2.47189E-06
B7,13,U200,P,N2O,0,30,60,N2O,0.12444,0.00510,123.04630,,0.27520,0.25550,5.12500,19.00000,20.12000,20.15000,0.01147,0.01061,0.21283,0.09181,,0.00376,0.003762649,,,0.24,0.00024,0.00288,,0.00025344,,,0.2401,0.2515,0.2682,19.00000,20.12000,20.15000,0.01001,0.01045,0.01114,0.00070,,0.00000,1.78072E-07,,0.279,0.2752,0.2542,19.00000,20.12000,20.15000,0.01163,0.01143,0.01056,-0.00058,,0.00000,0,,0.2648,0.4988,0.336,19.00000,20.12000,20.15000,0.00000,0.01100,0.02071,0.01413,,0.00000,3.59385E-06,,0.2287,0.2622,0.2761,19.00000,20.12000,20.15000,0.00000,0.00950,0.01089,0.00900,,0.00000,2.28887E-06
B8,13,U200,P,N2O,0,30,60,N2O,0.12444,0.00510,115.42260,,0.25390,0.24160,0.27780,19.00000,20.12000,20.15000,0.01059,0.01003,0.01154,0.00020,,0.00001,8.28821E-06,,,0,0,0,,0,,,0.2531,0.2763,0.3406,19.00000,20.12000,20.15000,0.01055,0.01148,0.01414,0.00203,,0.00000,5.17448E-07,,0.2476,0.252,0.2378,19.00000,20.12000,20.15000,0.01032,0.01047,0.00988,-0.00014,,0.00000,0,,0.2743,0.2469,0.3495,19.00000,20.12000,20.15000,0.00000,0.01139,0.01025,0.00951,,0.00000,2.41855E-06,,0.2294,0.3031,0.2573,19.00000,20.12000,20.15000,0.00000,0.00953,0.01259,0.00979,,0.00000,2.48971E-06
B11,13,M100,P,N2O,0,30,60,N2O,0.12444,0.00510,113.86880,,0.24950,0.28440,0.26870,19.00000,20.12000,20.15000,0.01040,0.01181,0.01116,0.00094,,0.00004,3.86239E-05,,,0,0,0,,0,,,0.2449,0.2642,0.2778,19.00000,20.12000,20.15000,0.01021,0.01097,0.01154,0.00093,,0.00000,2.36383E-07,,0.3424,0.6162,0.2356,19.00000,20.12000,20.15000,0.01428,0.02559,0.00978,0.00273,,0.00000,6.941E-07,,0.2246,0.3507,0.3184,19.00000,20.12000,20.15000,0.00000,0.00933,0.01456,0.01061,,0.00000,2.69838E-06,,0.2737,0.2856,0.304,19.00000,20.12000,20.15000,0.00000,0.01137,0.01186,0.01024,,0.00000,2.60295E-06
B12,13,M100,P,N2O,0,30,60,N2O,0.12444,0.00510,123.25640,,0.27580,0.24010,0.24380,19.00000,20.12000,20.15000,0.01150,0.00997,0.01012,-0.00127,,-0.00005,0,,,0,0,0,,0,,,0.2392,0.3124,0.283,19.00000,20.12000,20.15000,0.00997,0.01297,0.01175,0.00208,,0.00000,5.29993E-07,,0.4664,1.0874,0.987,19.00000,20.12000,20.15000,0.01945,0.04516,0.04099,0.02074,,0.00001,5.27313E-06,,0.2327,0.2945,0.3214,19.00000,20.12000,20.15000,0.00000,0.00966,0.01223,0.00968,,0.00000,2.46288E-06,,0.29,0.3046,0.4369,19.00000,20.12000,20.15000,0.00000,0.01204,0.01265,0.01088,,0.00000,2.7676E-06
B13,13,M100,P,N2O,0,30,60,N2O,0.12444,0.00510,126.79590,,0.28570,0.23690,0.29230,19.00000,20.12000,20.15000,0.01191,0.00984,0.01214,-0.00077,,-0.00003,0,,,-0.01,-0.00001,-0.00012,,-0.00001056,,,0.2528,0.2286,0.2704,19.00000,20.12000,20.15000,0.01054,0.00949,0.01123,-0.00013,,0.00000,0,,0.3404,0.5316,0.7492,19.00000,20.12000,20.15000,0.01419,0.02208,0.03111,0.01108,,0.00000,2.81778E-06,,0.2506,0.1786,0.7015,19.00000,20.12000,20.15000,0.00000,0.01041,0.00742,0.00780,,0.00000,1.98254E-06,,0.2005,0.3205,0.4056,19.00000,20.12000,20.15000,0.00000,0.00833,0.01331,0.00961,,0.00000,2.44476E-06
B16,13,M200,P,N2O,0,30,60,N2O,0.12444,0.00510,114.25920,,0.25060,0.22670,0.28950,19.00000,20.12000,20.15000,0.01045,0.00942,0.01202,0.00028,,0.00001,1.16448E-05,,,0,0,0,,0,,,0.2829,0.2413,0.2734,19.00000,20.12000,20.15000,0.01179,0.01002,0.01135,-0.00095,,0.00000,0,,0.3664,0.6606,1.1494,19.00000,20.12000,20.15000,0.01528,0.02744,0.04773,0.02000,,0.00001,5.08577E-06,,0.2797,0.2819,0.4237,19.00000,20.12000,20.15000,0.00000,0.01162,0.01171,0.01027,,0.00000,2.61186E-06,,0.2317,0.268,0.2629,19.00000,20.12000,20.15000,0.00000,0.00962,0.01113,0.00916,,0.00000,2.3303E-06
B17,13,M200,P,N2O,0,30,60,N2O,0.12444,0.00510,126.02830,,0.28360,0.24260,0.28790,19.00000,20.12000,20.15000,0.01182,0.01008,0.01196,-0.00068,,-0.00003,0,,,0,0,0,,0,,,0.2726,0.2938,0.254,19.00000,20.12000,20.15000,0.01137,0.01220,0.01055,-0.00002,,0.00000,0,,0.421,0.9699,1.691,19.00000,20.12000,20.15000,0.01755,0.04028,0.07022,0.03372,,0.00001,8.5755E-06,,0.2832,0.3776,0.5129,19.00000,20.12000,20.15000,0.00000,0.01176,0.01568,0.01215,,0.00000,3.09012E-06,,0.2788,0.2613,0.2779,19.00000,20.12000,20.15000,0.00000,0.01158,0.01085,0.00986,,0.00000,2.50826E-06
B18,13,M200,P,N2O,0,30,60,N2O,0.12444,0.00510,123.48480,,0.27640,0.28050,0.24620,19.00000,20.12000,20.15000,0.01152,0.01165,0.01022,-0.00054,,-0.00002,0,,,0,0,0,,0,,,0.2779,0.2651,0.2928,19.00000,20.12000,20.15000,0.01159,0.01101,0.01216,0.00002,,0.00000,4.81937E-09,,0.4782,1.7512,1.1674,19.00000,20.12000,20.15000,0.01994,0.07273,0.04848,0.03539,,0.00001,8.99951E-06,,0.2448,0.3839,0.4752,19.00000,20.12000,20.15000,0.00000,0.01017,0.01594,0.01160,,0.00000,2.94909E-06,,0.2666,0.2649,0.36,19.00000,20.12000,20.15000,0.00000,0.01107,0.01100,0.00972,,0.00000,2.47118E-06
B21,13,C0,P,N2O,0,30,60,N2O,0.12444,0.00510,110.14650,,0.23910,0.25150,0.28120,19.00000,20.12000,20.15000,0.00997,0.01045,0.01168,0.00098,,0.00004,4.03315E-05,,,0,0,0,,0,,,0.2826,0.3406,0.2756,19.00000,20.12000,20.15000,0.01178,0.01415,0.01145,0.00085,,0.00000,2.14968E-07,,0.2661,0.2931,0.2644,19.00000,20.12000,20.15000,0.01109,0.01217,0.01098,0.00040,,0.00000,1.02742E-07,,0.3285,0.2654,0.2682,19.00000,20.12000,20.15000,0.00000,0.01364,0.01102,0.01081,,0.00000,2.75004E-06,,0.3305,0.3512,0.346,19.00000,20.12000,20.15000,0.00000,0.01373,0.01458,0.01248,,0.00000,3.17374E-06
B22,13,C0,P,N2O,0,30,60,N2O,0.12444,0.00510,116.28740,,0.25630,0.27610,0.28730,19.00000,20.12000,20.15000,0.01069,0.01147,0.01193,0.00090,,0.00004,3.69095E-05,,,0,0,0,,0,,,0.283,0.2586,0.2288,19.00000,20.12000,20.15000,0.01180,0.01074,0.00950,-0.00150,,0.00000,0,,0.2761,0.2861,0.245,19.00000,20.12000,20.15000,0.01151,0.01188,0.01017,-0.00045,,0.00000,0,,0.2646,0.2459,0.2338,19.00000,20.12000,20.15000,0.00000,0.01099,0.01021,0.00932,,0.00000,2.3704E-06,,0.2572,0.2914,0.2869,19.00000,20.12000,20.15000,0.00000,0.01068,0.01210,0.01006,,0.00000,2.5573E-06
B23,13,C0,P,N2O,0,30,60,N2O,0.12444,0.00510,115.26070,,0.25340,0.27520,0.29220,19.00000,20.12000,20.15000,0.01056,0.01143,0.01213,0.00108,,0.00004,4.44428E-05,,,0,0,0,,0,,,0.2399,0.3332,0.2687,19.00000,20.12000,20.15000,0.01000,0.01384,0.01116,0.00215,,0.00000,5.47221E-07,,0.2379,0.2602,0.3085,19.00000,20.12000,20.15000,0.00992,0.01081,0.01281,0.00170,,0.00000,4.32281E-07,,0.2846,0.2483,0.2452,19.00000,20.12000,20.15000,0.00000,0.01182,0.01031,0.00972,,0.00000,2.47132E-06,,0.27,0.2872,0.2956,19.00000,20.12000,20.15000,0.00000,0.01121,0.01193,0.01020,,0.00000,2.59416E-06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
